414, 81963
49459, 74624
37278, 85467
74191, 82715
74191, 88887
414, 15039
414, 16194
414, 44623
414, 68324
414, 83057
15039, 16194
15039, 68324
15039, 100079
16194, 78517
16194, 100079
32672, 100079
68324, 100079
78517, 100079
33146, 36825
47728, 72733
38031, 80001
81963, 94019
5353, 30130
5353, 42741
8002, 18867
8002, 61934
8002, 64421
8002, 67675
8002, 70292
9772, 18867
9772, 30396
9772, 42741
9772, 55105
9772, 70292
9772, 97494
16014, 18867
18867, 61934
18867, 64421
18867, 70292
18867, 84062
18867, 97494
19216, 64421
32870, 55105
42741, 55105
55105, 67675
61934, 67675
64421, 67675
64421, 70292
9018, 70718
15162, 35419
15162, 70718
35419, 70718
47930, 82183
47930, 89567
58328, 96625
52495, 99904
18867, 51237
7849, 34194
19440, 66240
63990, 73960
4346, 15039
4346, 74191
15039, 74191
18481, 74191
47113, 50357
47113, 63974
16014, 51237
46205, 99433
30130, 42843
36042, 63689
42843, 55236
50918, 63689
79039, 97494
9549, 81963
33382, 68324
68324, 81963
68324, 100951
72963, 81963
81963, 100951
51237, 56569
18867, 20444
10031, 43039
53267, 56569
74399, 91158
15039, 29807
32546, 47930
41263, 47930
41263, 51570
47930, 63974
47930, 73538
47930, 85467
47930, 89493
47930, 100549
63974, 100549
73538, 89493
78517, 91158
3584, 33756
3584, 34366
8157, 33756
33756, 37207
20444, 33367
20444, 78269
26866, 90660
38299, 74191
15039, 70292
16194, 97494
18867, 81963
30525, 55033
74191, 81963
7624, 70292
11108, 29807
29807, 38031
42843, 94019
19153, 56569
10583, 36825
10583, 85467
46553, 85467
81459, 94019
85467, 102559
18867, 78517
7624, 94428
63974, 96076
24653, 37278
47113, 91158
33756, 63974
8296, 33756
44551, 63689
44551, 73538
63689, 66327
63689, 73538
66327, 73538
35419, 56569
7716, 35811
9772, 10583
9772, 33367
10583, 18867
10583, 33367
18867, 33367
18867, 71303
26866, 33367
15039, 72733
37359, 53267
51237, 78517
3584, 58249
47930, 74399
47930, 102559
2741, 74191
74191, 92164
50547, 90660
63689, 85467
63689, 96177
85467, 96177
